pH,turbidez,oxigenio_dissolvido,nitrogenio,fosforo,salinidade,temperatura,latitude,longitude,data_hora,ano,ambiente_aquatico,temperatura_ar,precipitacao,vento,tipo_de_poluentes
6.374540118847363,1.8682040923334924,5.459996621979941,0.6381445683721739,0.02989120412044165,31.69447315539284,16.48311040623519,-82.32100157959796,114.53920288819603,1950-01-01,1950,Rio,13.241864293456153,4.912322325918381,1.3258731019372565,Produtos Químicos
6.950809456503091,1.6646516275214873,4.369143608555156,0.4593301777603561,0.00948281590388725,30.989882520952424,16.763121598447263,59.13083154178568,-127.70288554174005,1950-01-02,1950,Mar,11.806027949110366,0.4580949403727573,1.8748298008751827,Microplásticos
6.73217825376053,0.8808660191399007,4.693536378713146,0.9646569640466699,0.01263869011885001,30.392595337963684,15.928103910621191,-45.124635193306624,160.72696630989543,1950-01-03,1950,Lago,12.761769039476981,1.3476923185061318,1.5621535893118734,Produtos Químicos
6.598929476331912,3.0368321321666607,5.326998773614916,0.21903240871343346,0.018073048625178206,31.475868647846326,15.580916536441409,-38.8912744159436,123.56068148875471,1950-01-04,1950,Lago,12.757285744086301,0.8518287121164623,1.9318389295155176,Óleo
6.156355725652042,2.38364277287635,4.964722336270211,0.5880495515770923,0.02037425459556353,30.840733394572215,15.641118242350613,-49.2758498972042,150.78718736400089,1950-01-05,1950,Mar,14.386536150565306,0.28556739878951715,1.474106430764967,Produtos Químicos
6.156415875197279,4.329690041691645,5.477891857157162,0.7004975755713275,0.024239446454755193,31.193524543218054,16.398384920977033,61.21511193995315,-77.1680135117834,1950-01-06,1950,Lago,10.209264607230487,4.996071726011036,0.47920882792599523,Produtos Químicos
6.058581196037783,0.16060064915440964,5.923388683891706,0.8259713383750384,0.025562788770942525,30.219493952927806,16.140417132810256,86.20235917313443,-59.19482190727642,1950-01-07,1950,Mar,12.205973464390445,1.595689884476385,1.0369754724367117,Microplásticos
6.866834095576721,3.2205736077942175,4.23390464589249,0.4072050178787665,0.04560656968269926,31.26915955126616,15.97911069414253,45.93359716740636,-10.826843564084754,1950-01-08,1950,Lago,12.553042608283103,0.23065179485099122,0.6940163729617014,Óleo
6.601837926460443,3.816415464707865,5.420322375532942,0.6873732731820204,0.051001963414175476,30.753835455859395,15.412296652296245,58.24401488445423,-99.28776003219055,1950-01-09,1950,Rio,10.762161282426804,0.6253341695975172,0.9283680572303198,Óleo
6.708899034376472,3.7993042707526765,4.461787454174602,0.30342560388879686,0.03091836475922711,30.67593638966272,16.759166444258582,21.690082893480792,-12.44786795316324,1950-01-10,1950,Rio,10.006378944714882,1.1830193494529624,0.9716180164240621,Óleo
6.021408667395637,4.432795773785895,4.830275550216867,0.43583377293049524,0.09082900368077051,31.96858128244473,16.571109774354998,5.179483511366158,-176.68739319266595,1950-01-11,1950,Mar,10.013421150337926,0.19358120552002714,1.90246230560213,Produtos Químicos
6.970959393686619,3.647364298314787,4.066949900049349,0.8964363220406261,0.055380606551080715,30.874156657844676,15.290481531978843,39.88404086229269,135.91316556168601,1950-01-12,1950,Rio,14.92630759003908,0.7342477330590724,1.4818215004405544,Óleo
6.83356501330815,4.642098554847591,4.273218235555282,0.9508438632374818,0.07885118053104939,31.366378547362878,15.745115982327365,-83.56268181488035,-121.57414554527344,1950-01-13,1950,Lago,10.382923844347934,0.16037388957982754,1.5267304412489404,Microplásticos
6.213444660417343,1.6644669924782207,4.641205891157766,0.7195848726365094,0.09255536535648785,31.266579531542614,16.095713629272833,-78.94790539138859,0.30521840704255965,1950-01-14,1950,Lago,10.454859763338984,0.8341988984690261,1.8073680142904964,Óleo
6.183009711211768,2.5179758809745594,4.685766972726499,0.3747823570160919,0.016338523275284136,30.220186033992757,15.920872809208369,33.70922794371306,154.37753738217026,1950-01-15,1950,Mar,10.625416167184616,2.2284325233858366,0.017420779394484023,Óleo
6.184674202771268,0.0704561384402558,5.801552022424366,0.8210681281142632,0.04285773576108552,31.50878971686955,15.808565469407693,-29.687406374329548,115.55371534017831,1950-01-16,1950,Mar,14.949900966137061,4.885009357498855,1.4792346226971174,Microplásticos
6.30562304892651,0.034818414653855836,5.486027954415207,0.025901075426250305,0.04339694835957788,30.659743214382825,16.452065033764285,-2.009815839310562,99.40484809883674,1950-01-17,1950,Rio,13.729229197855936,3.3885142314157046,1.489339478300047,Óleo
6.526274855442474,1.2017507347141843,5.9471326501569255,0.10288937505516398,0.0355132185086672,31.61258584568088,15.123071518764194,50.75866145878382,37.96043015096984,1950-01-18,1950,Lago,12.048968825951249,2.689225357514671,0.9761171040790353,Óleo
6.433529892158003,0.5045327768106909,5.200704733863419,0.662351537381912,0.000892342226393886,31.230664866207466,15.958534341343386,13.888423513248114,-22.941545081643824,1950-01-19,1950,Lago,14.94257924772867,4.955401323542217,0.6077802677308559,Produtos Químicos
6.292865462630127,1.3024104374859629,4.48575970571089,0.29170309050045834,0.08176699552850393,30.650118626084073,15.540514669169882,54.9471374393504,-19.426546426091846,1950-01-20,1950,Lago,12.808499439921647,3.522705666683715,0.1020821991570686,Óleo
6.6136631213876,0.8861859088885491,4.657859168705623,0.9529490705046263,0.011180366777496542,30.729403216169693,15.185849213202408,-14.552056409284177,-148.6923829183536,1950-01-21,1950,Rio,14.0427787813569,1.853676721653226,1.9383363968448417,Microplásticos
6.141258807552434,0.14276409969539358,4.642339419719547,0.4368127494930389,0.09977699988861786,31.48110435766334,15.948091920968894,-38.26379646512194,-156.67705609561307,1950-01-22,1950,Rio,10.383896209119582,3.9716151205968213,0.9864116782103289,Microplásticos
6.29403961338488,4.551997717990804,4.655791276830053,0.43014067468474676,0.07748207875248211,31.11885107678554,15.36122007741326,-47.72935640090362,123.63786682464661,1950-01-23,1950,Lago,14.705479205575047,2.414247098149262,0.23389470760755682,Microplásticos
6.368366310403832,0.04116743846997289,5.3492947076736845,0.6793604817502242,0.058147096001910314,31.356434980668325,15.535990155400784,-66.29742880682451,-32.8852484635097,1950-01-24,1950,Mar,14.771897499682854,0.201283675842095,1.3370133735171237,Produtos Químicos
6.458191074971604,3.6852474010732688,5.064941763930274,0.7690816338047808,0.015501277547200657,30.33655722474892,16.03506257436671,-83.3766259906875,-160.55422330412324,1950-01-25,1950,Rio,14.327118900953566,3.1855507929100244,1.5636991094788502,Produtos Químicos
6.787498061311355,0.7617808301274903,4.774113823905099,0.47653524477426407,0.051680404044565836,31.595564537711084,16.97061771066628,-80.43317717698717,58.69953871115473,1950-01-26,1950,Mar,10.812604745008228,3.659024957120857,1.8421124513207123,Óleo
6.201880373785138,4.567641736328456,4.301239158757197,0.21445790569073891,0.02618522127003609,30.662594009454534,16.391813573380077,-41.220211116093445,65.98886417338878,1950-01-27,1950,Rio,10.023575388819713,4.905073350141475,0.9740962379606156,Produtos Químicos
6.516642163668056,4.470579421527506,4.047267936145727,0.7750235777033294,0.025306861167929542,31.26281555302655,15.582246995470417,-39.8857330179774,-98.12147107355716,1950-01-28,1950,Rio,14.503130596510488,0.4899685557394908,1.6195403575827099,Microplásticos
6.594941435500346,3.274518526397509,4.441071264605774,0.32108801702528766,0.08320729119678609,30.25253342379582,15.788982658960158,-21.27878477402207,-32.140947675935365,1950-01-29,1950,Lago,11.544444668543804,1.6149677794678499,1.7128745243745715,Óleo
6.048850783178162,3.3665081317119148,4.2182893744378465,0.17552787092092306,0.03818533152169103,30.66717018454493,15.83737544757609,16.49112682311099,26.432664673453388,1950-01-30,1950,Lago,11.824477037725213,3.6192635490633487,0.42709447379808574,Óleo
6.610258422682507,0.02673956317057568,5.575465741426617,0.6331965928570668,0.04522046208146754,31.323441144314913,15.332420668038548,46.673916323770925,34.66143556642598,1950-01-31,1950,Rio,12.361748748628226,3.237318793437939,0.8406201436146733,Microplásticos
6.173142689708295,4.932716767884786,4.228581812229672,0.09068398022868311,0.08458265482519796,30.574339732895407,15.347315800564498,-54.413098549423694,4.001577336291717,1950-02-01,1950,Rio,11.598061942579891,2.587535437891065,1.2090163337863788,Microplásticos
6.067708425989736,4.396853816870017,5.453229934084929,0.9739057170246794,0.008809828349001332,31.78845026565821,15.323592856272644,46.664671787818065,-48.88927401380306,1950-02-02,1950,Lago,12.985309531282322,0.947867088247858,1.0769437650059512,Microplásticos
6.95202466419008,4.483618330689911,4.775628220716443,0.6341113596668064,0.059676678003445865,31.350756349177416,16.072318273179,-64.9818849975538,-155.22477816578785,1950-02-03,1950,Lago,12.027979947597956,1.0571852809689455,1.9913997706203694,Microplásticos
6.9688740794691455,3.302359390048262,4.150616867933892,0.9886487404463012,0.05803686542044337,31.77010309544353,16.378808567943388,87.96485172417715,-171.97789851507088,1950-02-04,1950,Mar,13.67143047366396,4.855710681572645,0.7461928391993742,Microplásticos
6.811659413923225,1.7272385563467165,5.630850683489049,0.3398676550861721,0.04268444129271088,30.820286602288892,16.212453029614412,-38.69391904512959,-14.5674942917301,1950-02-05,1950,Mar,10.169264389430731,0.5318955322363335,1.7360951964515265,Microplásticos
6.30772076569206,4.477051281418799,5.164346243856034,0.9740768971906323,0.0833046032207531,30.097606067050005,16.98895801155571,60.72030264674686,-106.94063989375145,1950-02-06,1950,Mar,11.036161954367069,3.6652966307893644,0.3894292196222996,Microplásticos
6.10076059953983,1.4605377212054058,4.476052699976343,0.14600461349174138,0.09467106699346711,31.18383733553398,15.282649334431639,-55.7161509799524,157.85598432054957,1950-02-07,1950,Lago,14.588190159714365,0.009800454684514908,1.8183138714862708,Óleo
6.68771010871623,2.8194120736301116,5.795385504565384,0.04082178683156128,0.04672723725504587,30.710304286934853,17.00826555756808,81.1157004787062,50.550126383246976,1950-02-08,1950,Lago,10.236916334787121,0.6207610844831134,0.026814673638502835,Produtos Químicos
6.443590768171577,0.4997197509518313,4.094884325167027,0.03308971781458034,0.045809527659609314,30.929366722914434,15.967373908396906,58.79282133819814,30.78292237819707,1950-02-09,1950,Mar,12.4005841447649,4.284693805054993,1.4615289680262562,Microplásticos
6.125390480284803,4.6198748584543905,4.408461819233468,0.46639766545129846,0.0504263050594696,31.396566459799335,15.471077519320032,-25.309933101533858,-33.64133314982402,1950-02-10,1950,Lago,10.91896011181716,1.553711749688326,0.9347964303259507,Produtos Químicos
6.498822389280532,0.7054324637413836,5.510272304566687,0.08328371880069929,0.07263709121761587,31.43657791737788,16.924472618622467,-14.13508930292619,-61.37090663648138,1950-02-11,1950,Mar,13.91006802655712,4.990459524930471,0.016470167170336156,Óleo
6.037857984741321,1.1270701110177248,5.424986873519053,0.5139347056160649,0.06711330936787686,30.089673123745285,15.973878968984716,-89.30916116586431,-115.26913227942333,1950-02-12,1950,Mar,12.613048941136,3.6692534671180503,1.790806044345408,Microplásticos
6.913387490063579,2.7972415692309487,4.583933595954371,0.3286571787985007,0.022388430201355607,31.575734983731632,15.731647878286783,-44.742196023666146,-158.34848943343502,1950-02-13,1950,Mar,13.60954501265924,1.840516625375072,1.3321122463292752,Microplásticos
6.262549814853821,3.8296696806020387,4.129017805162269,0.3368419432477387,0.0064203235836947274,31.02436649971411,15.464790107109478,-37.926637928648724,48.419151194128034,1950-02-14,1950,Rio,14.164476800484664,2.142435002225538,1.4539775976796097,Microplásticos
6.666626507527096,3.1043871412536053,5.7231986366196415,0.6379582700436941,0.09539321789165026,31.15173027463265,15.574032013284333,-8.50703418721288,100.51216240483421,1950-02-15,1950,Mar,13.772397135321288,1.2095712111449,1.2254444278946133,Óleo
6.315685596411111,1.1635930848738285,4.633223070327414,0.16371422859786036,0.026238493662052158,30.63452130576745,17.001154322025467,-64.97103348086999,128.79455991400965,1950-02-16,1950,Rio,12.06092407746462,4.104106270475211,1.836891951448345,Microplásticos
6.524262999918336,0.0047273476131647575,4.397077673415825,0.7695125496749234,0.06418836436699711,30.88135431740524,15.648115175680928,-3.82196013799512,80.75081932272593,1950-02-17,1950,Mar,12.29134293195561,0.03702956870191606,1.6359942385113482,Microplásticos
6.5510120191572225,3.795703135036103,5.038736702489146,0.5843255796677005,0.08327928308484943,31.462042424368303,17.000176905352525,30.324327375465373,142.9023174833515,1950-02-18,1950,Rio,13.292471762017973,1.1990371403213975,0.5929548592918555,Microplásticos
